CODE	FACULTY	NAME	STUDENT_COUNT
ROMLIKONF1	FF	Conference I	1
ROMLIKONF2	FF	Conference II	0
ROMLIKONF3	FF	Conference III	2
ROMLISEM1	FF	Doctoral seminar I	1
ROMLISEM2	FF	Doctoral seminar II	1
ROMLISEM3	FF	Doctoral seminar III	0
ROMLISEM4	FF	Doctoral seminar IV	0
ROMPOIBXJ	FF	Portuguese II	0
ROMPOI2BXJ	FF	Practical Portuguese IV	0
ROMU2A001	FF	Language phenomena - culture and literature for teachers	19
ROMU2A002	FF	IT in foreign language teaching	18
ROMU2A003	FF	Language exams and proofing	10
ROMZG	FF	Grant application	1
ROM0B127	FF	Practical training in a lexicography	0
ROM0B139	FF	Identity and Alterity in Literature and Culture: Theory, Methodology, Analysis	0
ROM1A001	FF	Introduction to Linguistics	141
ROM1A002	FF	Introduction to Literature Studies	115
ROM1A003	FF	Academic Writing for Romanists	67
ROM1BBA01	FF	Basque Language I	8
ROM1BBA02	FF	Basque Language II	4
ROM1BBA03	FF	Basque Language III	1
ROM1BBA04	FF	Basque Language IV	0
ROM1BBA11	FF	Basque Literature	9
ROM1BBA12	FF	Basque Cinema	12
ROM1BBA13	FF	Basque History and Culture I	20
ROM1BBA14	FF	Basque History and Culture II	13
ROM1BFR01	FF	Practical French I	50
ROM1BFR02	FF	Practical French II	28
ROM1BFR03	FF	Practical French III	16
ROM1BFR04	FF	Practical French IV	8
ROM1BIJ01	FF	Practical Italian I	33
ROM1BIJ02	FF	Practical Italian II	34
ROM1BIJ03	FF	Practical Italian III	24
ROM1BIJ04	FF	Practical Italian IV	8
ROM1BKA01	FF	Practical Catalan I	17
ROM1BKA02	FF	Practical Catalan II	9
ROM1BKA03	FF	Practical Catalan III	2
ROM1BKA04	FF	Practical Catalan IV	2
ROM1BPO01	FF	Practical Portuguese I	26
ROM1BPO02	FF	Practical Portuguese II	13
ROM1BPO03	FF	Practical Portuguese III	8
ROM1BPO04	FF	Practical Portuguese IV	2
ROM1BSJ01	FF	Practical Spanish I	51
ROM1BSJ02	FF	Practical Spanish II	45
ROM1BSJ03	FF	Practical Spanish III	30
ROM1BSJ04	FF	Practical Spanish IV	23
ROM2B101	FF	Introduction to Vulgar Latin	0
ROM2B105	FF	Research Seminar - Guest Lecturers Series (A)	4
ROM2B106	FF	Research Seminar - Guest Lecturers Series (B)	2
ROM2B107	FF	Romance Philology (Filologia romanza) A	3
ROM2B108	FF	Romance Philology (Filologia romanza) B	1
RSb001	FF	Language Practice I	23
RSb002	FF	Language Practice II	12
RSb003	FF	Language Practice III	11
RSb004	FF	Language Practice IV	11
RSb005	FF	Language Practice V	20
RSb006	FF	Language Practice VI	18
RSb007	FF	Exercises on Russian Orthography	16
RSb008	FF	Practical Phonetics of Russian	21
RSb009	FF	Basics of Russian Grammar I	22
RSb010	FF	Basics of Russian Grammar II	15
RSb011	FF	An Overview of Russian Literature I	23
RSb012	FF	An Overview of Russian Literature II	11
RSb013	FF	History of Russia	26
RSb013a	FF	History of Russia (elective course)	4
RSb014	FF	Modern Russia	19
RSb015	FF	Speaking and Writing in Russian I	19
RSb016	FF	Speaking and Writing in Russian II	16
RSb017	FF	Normative Grammar I – Morphology	8
RSb018	FF	Normative Grammar II – Syntax	8
RSb019	FF	Basics of Translating	22
RSb022	FF	Administration and Business Correspondence in Russian	9
RSb023	FF	Russian in the Sphere of Business and Enterprise I	14
RSb024	FF	Russian in the Sphere of Business and Enterprise II	9
RSb025	FF	Tourism Marketing	12
RSb026	FF	Basics of Interpreting	12
RSb027	FF	Translation of Non-Literary Texts	14
RSb028	FF	Professional Practice	2
RSb031	FF	Language Practice (complementary course A)	3
RSb032	FF	Language Practice (complementary course B)	2
RSb033	FF	Czech as a foreign language for students of Russian studies I	5
RSb034	FF	Czech as a foreign language for students of Russian studies II	3
RSb040	FF	Introduction to Literary Studies	29
RSb041	FF	Elements of Linguistics	4
RSb042	FF	Interpretation of Literary Text	5
RSb044	FF	Russian Literature of Sentimentalism and Romanticism	5
RSb045	FF	Russian Literature from Romanticism to Modernism	0
RSb046	FF	Silver Age in Russian Literature	1
RSb047	FF	Russian Literature of the 20th Century	3
RSb051	FF	Russian Art and Culture	7
RSb053	FF	Rhetoric	5
RSb054	FF	Russian Vocabulary	11
RSb100	FF	Bachelor’s Diploma Thesis Seminar	5
RSb200	FF	Bachelor’s Thesis	5
RSb300	FF	State Bachelors Examination	0
RSb310	FF	State Bachelors Examination	1
RSb320	FF	State Bachelors Examination	4
RSb330	FF	State Bachelors Examination	0
RSb340	FF	State Bachelors Examination	0
RSb706	FF	Eastern Europe (Language, Literature, Culture, History) I	24
RSb707	FF	Contemporary Belarus (history, culture, language and realities of Belarus)	4
RSb708	FF	Eastern Europe (Language, Literature, Culture, History) II	27
RSn060	FF	Language Practice I	11
RSn061	FF	Language Practice II	12
RSn062	FF	Russian Cultural Space	10
RSn063	FF	Russian Novel	4
RSn064	FF	Stylistics of Russian Language	8
RSn065	FF	Russia and Russian Language at the Turn of the Centuries	5
RSn066	FF	Text and Discourse Analysis	6
RSn067	FF	Russian-Czech Equivalence	8
RSn068	FF	Linguoculturological Specifics of Russian	9
RSn069	FF	Translation of Proper Names	6
RSn071	FF	Elements of Translation	6
RSn072	FF	Practical and Technical Aspects of Translation	11
RSn073	FF	Czech Language for Translators	1
RSn075	FF	Translation Seminar – Commercial Texts	8
RSn076	FF	Translation Seminar – Journalistic Texts	7
RSn077	FF	Translation Seminar – Literary Texts	8
RSn078	FF	Translation Seminar – Technical Texts	8
RSn080	FF	Extending Translation Seminar – Literary Texts	3
RSn081	FF	Extending Translation Seminar – Technical Texts	2
RSn083	FF	Language Practice III	7
RSn085	FF	Audiovisual Translation and Localization in Translation	18
RSn090	FF	Russian in Diachrony	1
RSn092	FF	Comparative Literature and Theory of Literary Genres	1
RSn093	FF	Russian and the Language Game	1
RSn095	FF	Russian Literary Criticism	0
RSn096	FF	An Outline of World Literature	4
RSn099	FF	We and They: Czech–Russian Relations Yesterday and Today	1
RSn150	FF	Master’s Diploma Thesis Seminar I	4
RSn151	FF	Master’s Diploma Thesis Seminar II	1
RSn200	FF	Master’s Diploma Thesis	1
RSn300	FF	State Final Examination	0
RSn350	FF	State Final Examination	2
RTDS01	FF		0
RTDS02	FF		0
RTDS05	FF	Study Stay Abroad	0
RTDS07	FF	General Methodology	0
RTDS12	FF	Theory of Literature	0
RTDS14	FF	Theory and History of Literary Comparative Studies	0
RTDS18	FF	Literary Genre Studies	0
RTDS20	FF	Theory and History of Russian Literature	0
RTDS21	FF	Text Preparation I	0
RTDS22	FF	Text Preparation II	0
RTDS25	FF	Research and Study	0
RTDS26	FF	Russian Novel	0
RTDS27	FF	Russian Literature and Other Arts	0
RTDS28	FF	Russian Modernism, Avantgarde and Postmodernism	0
RTDS29	FF	The Poetics of Russian Literature	0
RTDS30	FF	Doctoral Seminar	0
RTDS43	FF		0
RTDS44	FF		0
RTDS45	FF		0
RTDS46	FF	Paper at the Conference Abroad	0
RTDS55	FF	Doctoral Dissertation Thesis	0
RTDS56	FF	Doctoral Dissertation	0
RTSD45	FF		0
SAKS001	FF	Identity and Alterity in Literature and Culture: Theory, Methodology, Analysis	8
SAKS002	FF	Multilingualism, Language Change and Language Policy	16
SAKS003	FF	Cultural Perspectives on the Colonization of North America	19
SAKS004	FF	North American Cultural Geographies	13
SAKS005	FF	Latin American society	5
SAKS006	FF	Francophone cultures in North America	4
SAKS011	FF	North American Cross-cultural Narratives	0
SAKS012	FF	Translating North America into Czech (and vice versa): a historical-cultural perspective	6
SAKS016	FF	Film in Canada: Institutions, Genres, Film-makers, Criticism	3
SAKS018	FF	Decolonization in North America: Environmental Racism, Politics of Consumption and Artivism	16
SAKS021	FF	Image of the USA and America in Quebec literature	1
SAKS022	FF	Theatre of French Canada	2
SAKS023	FF	Czech Translations from Quebec literature	2
SAKS025	FF	Selected Chapters in Francophone Linguistic and Cultural Studies of North America	0
SAKS031	FF	Spanish in the U.S.A.	0
SAKS032	FF	Varieties of Spanish	6
SAKS033	FF	Image of USA in Mexican literature	9
SAKS080	FF	Internship I	5
SAKS081	FF	Internship II	0
SAKS091	FF	Master's Thesis Seminar I	9
SAKS092	FF	Master's Thesis Seminar II	3
SAKS093	FF	Master’s Thesis	3
SAKS099	FF	Final State Examination	3
SdrJaz	FF		1
SH_BZk	FF	Bachelor degree exam	0
SH_Z02	FF	Chamber music practice	0
SH_Z04	FF	Ensemble singing	1
SH_Z09	FF	Concert project II.	0
SH_Z12	FF	Recorder	0
SH_Z13	FF	Traverse flute	0
SH_Z14	FF	Baroque violin	0
SH_Z15	FF	Viola da gamba a barokní violoncello	0
SH_Z16	FF	Organ	0
SH_Z17	FF	Lute	0
SH_Z18	FF	Harpsichord	0
SH_Z21	FF	Singing - performing practice	0
SH_Z22	FF	Recorder - performing practice	0
SH_Z23	FF	Traverse flute - performing practice	0
SH_Z24	FF	Baroque violin - performing practice	0
SH_Z25	FF	viola da gamba and violoncello - performing practice	0
SH_Z26	FF	Organ - performing practice	0
SH_Z27	FF	Lute - performing practice	0
SH_Z28	FF	Harpsichord - performing practice	0
SIEJDSK	FF	Seminar colloquium	0
SIE01	FF	Methodology of comparative grammar	0
SIE02	FF	Ph.D. Dissertation	0
SIE03	FF	Doctoral dissertation thesis	0
SIE05	FF	Ph.D. seminar I	0
SIE06	FF	Ph.D. seminar II	0
SIE07	FF	Ph.D. seminar III	0
SIE08	FF	Ph.D. seminar IV	0
SIE09	FF	Ph.D. seminar V	0
SIE10	FF	Ph.D. seminar VI	0
SIE11	FF	Ph.D. seminar VII	0
SIE21	FF	Publication entry: monography	0
SIE22	FF	Publication entry: paper abroad	0
SIE23	FF	Publication entry: paper home	0
SIE24	FF	Conference: participation foreign	0
SIE25	FF	Conference: participation	0
SIE26	FF	Publication entry: review	0
SIE27	FF	Conference: organization	0
SIE31	FF	Specialized lecture I	1
SIE32	FF	Specialized lecture II	1
SIE33	FF	Specialized lecture III	0
SIE34	FF	Specialized lecture IV	1
SIE35	FF	Specialized lecture V	0
SIE36	FF	Specialized lecture VI	0
SIE37	FF	Specialized lecture VII	0
SIE38	FF	Specialized lecture VIII	0
SIE40	FF	Semestral study abroad	0
SIE51	FF	Foreign language I	0
SIE52	FF	Foreign language II	0
SIE53	FF	Foreign language III	0
SIE54	FF	Foreign language IV	0
SIE61	FF	Writing seminar I	0
SIE62	FF	Writing seminar II	0
SIE63	FF	Writing seminar III	0
SIE64	FF	Writing seminar IV	0
SIE66	FF	Writing seminar VI	0
SIE67	FF	Writing seminar VII	0
SIE68	FF	Writing seminar VIII	0
SIJCX	FF	Special training outside MU	0
SIJ01	FF	History of linguistics	0
SIJ02	FF	The Prague School of Linguistics	3
SIJ021	FF	Geneva School and the Société Genevoise de Linguistique	0
SIJ05	FF	Languages of the world	0
SIJ06	FF	Language in society	0
SIJ08	FF	Introduction to Indo-European studies	0
SIJ13	FF	Pedagogical practice	0
SIJ14	FF	General phonetics and phonology	0
SIJ16	FF	Semestral study abroad	0
SIJ21	FF	Specialized lecture	0
SIJ22	FF	Specialized lecture II	0
SIJ23	FF	Specialized lecture III	0
SIJ24	FF	Specialized lecture IV	0
SIJ27	FF	Publication entry: monography	0
SIJ28	FF	Publication entry: paper	0
sij29	FF	Publication entry: review	0
sij30	FF	Conference: participation	0
sij31	FF	Conference: participation foreign	0
sij32	FF	Conference: organization	0
SIJ33	FF	Ph.D. Dissertation	0
SIJ333	FF	Ph.D. Dissertation	0
SIJ601	FF	Research and study I	0
SIJ602	FF	Research and study	0
SIJ603	FF	Writing seminar I	0
SIJ604	FF	Writing seminar II	0
SIJ605	FF	Writing seminar III	0
SIJ606	FF	Writing seminar IV	0
SIJ607	FF	Foreign language - variant A	0
SIJ608	FF	Foreign language - variant B	0
SIJ609	FF	Foreign language - variant C	0
SIJ610	FF	Another foreign language	0
SIJ611	FF	Writing seminar V	0
SIJ612	FF	Writing seminar VI	0
SIJ613	FF	Writing seminar I	0
SIJ614	FF	Writing seminar II	0
SIJ615	FF	Doctoral dissertation thesis	0
SIJ99	FF	Doctoral seminary	0
SJPRA007	FF	Master's Thesis Seminar I	0
SJPRA008	FF	Master's Thesis Seminar II	0
SJPRA009	FF	Master's Thesis	0
SJPRA010	FF	State Exam	0
SJPRA011	FF	Written Test	0
SJPRA012	FF	Minor Thesis Seminar	0
SJPRA013	FF	Master’s Minor Thesis	0
SJUPP01J	FF	Teacher's training I	15
SJUPP01S	FF	Teacher's training I	1
SJUPP02J	FF	Teacher's training II	11
SJUPP02S	FF	Teacher's training II	2
SJUPP03J	FF	Teacher's training III	1
SJUPP03S	FF	Teacher's training III	1
SJURS01J	FF	Reflective seminar I	15
SJURS01S	FF	Reflective seminar I	1
SJURS02J	FF	Reflective seminar II	11
SJURS02S	FF	Reflective seminar II	2
SJURS03J	FF	Reflective seminar III	1
SJURS03S	FF	Reflective seminar III	1
SJU2A001	FF	Master's Thesis Seminar 1	12
SJU2A002	FF	Master's Thesis Seminar 2	1
SJU2A003	FF	Master's Thesis	4
SJU2A004	FF	Master's Written Exam	3
SJ0B778	FF	18th century Spanish dictionaries	8
SJ1A000	FF		0
SJ1A001	FF	Practical Spanish I	47
SJ1A002	FF	Practical Spanish II	38
SJ1A003	FF	Practical Spanish III	32
SJ1A004	FF	Practical Spanish IV	29
SJ1A005	FF	Practical Spanish V	28
SJ1A006	FF	Practical Spanish VI	26
SJ1A011	FF	History and Culture of Spanish-Speaking Countries I	45
SJ1A012	FF	History and Culture of Spanish-Speaking Countries II	40
SJ1A021	FF	Spanish Literature I	28
SJ1A022	FF	Spanish Literature II	27
SJ1A023	FF	Latin American Literature I	29
SJ1A024	FF	Latin American Literature II	29
SJ1A031	FF	Spanish Linguistics I	48
SJ1A032	FF	Spanish Linguistics II	36
SJ1A033	FF	Topics on Spanish Linguistics I	21
SJ1A034	FF	Topics on Spanish Linguistics II	24
SJ1A035	FF	Applied Linguistics - Introduction to the Teaching of ELE	30
SJ1A036	FF	Applied Linguistics - Introduction to Translation from/to Spanish	34
SJ1A051	FF	Bachelor Thesis Seminar I	21
SJ1A052	FF	Bachelor Thesis Seminar II	4
SJ1A053	FF	Bachelor Thesis	6
SJ1A054	FF	Final Written Test	4
SJ1A055	FF	Bachelor's State Exam	8
SJ1B001	FF	Language exercises I	22
SJ1B002	FF	Speech exercises I	20
SJ1B003	FF	Language exercises II	16
SJ1B004	FF	Speech exercises II	10
SJ1B011	FF	Listening club	19
SJ1B012	FF	Film club	16
SJ1B014	FF	The Realistic and Naturalistic Novel	8
SJ1B022	FF	History of Spanish Vocabulary	12
SJ1B041	FF	Hispanism in Central and Eastern Europe	17
SJ1B051	FF	Internship abroad	0
SJ1B052	FF	Collaboration in Cultural Extension Activities	0
SJ2A001	FF	Literary Theories and Comparative Literature	21
SJ2A002	FF	Spanish Literature	18
SJ2A003	FF	Latin American Literature	20
SJ2A011	FF	Historical grammar of Spanish	4
SJ2A012	FF	History of Spanish through texts	1
SJ2A013	FF	Varieties of Spanish	15
SJ2A021	FF	Master's Thesis Seminar 1	3
SJ2A022	FF	Master's Thesis Seminar 2	0
SJ2A023	FF	Master's Thesis	0
SJ2A024	FF	Master's Written Exam	3
SJ2A025	FF	Master's State Exam	4
SJ2A031	FF	Didactics of Spanish 1	18
SJ2A032	FF	Didactics of Spanish 2	16
SJ2A033	FF	Teachers training seminar 1	0
SJ2A034	FF	Teachers training 1	0
SJ2A035	FF	Teacher's training 2	0
SJ2A039	FF	Teachers training seminar 2	0
SJ2A040	FF	Spanish Grammar for Teachers	20
SJ2A041	FF	Errors in Spanish Second Language Learners	15
SJ2B009	FF	Introduction to Hispanic Lexicography	8
SKANSCZV01	FF	Swedish Language and Culture	8
SKANSCZV02	FF	Swedish Language and Culture II	8
SKANSIV52	FF	Vikings	38
SKANSI_35	FF	Swedish songs	14
SLAV_OT_01	FF	Basics of Academic Writing for Slavists	6
SLAV01	FF	Master’s Diploma Thesis Seminar I	1
SLAV01P	FF	MA Thesis Project	3
SLAV01S	FF	Master’s Diploma Thesis Seminar I	7
SLAV02	FF	Master’s Diploma Thesis Seminar II	2
SLAV03	FF	Master’s Diploma Thesis	1
SLAV04	FF	State Final Examination	0
SLAV05	FF	Summer School of Slavonic Studies Abroad	6
SLAV07	FF	Slovak encounters and confrontations	2
SLAV09	FF	Simultaneous Interpreting	5
SLJACJ	FF	Another Slavonic Language	1
SLJAP01	FF	General Methodology	2
SLJAP02	FF	Doctoral Seminar	11
SLJAP03	FF	Specialized Seminar	8
SLJAP04	FF	Scholarly Article	1
SLJAP05	FF	Review in Scientific Journal	1
SLJAP06	FF	Conference Paper (Abroad)	5
SLJAP07	FF	Conference Paper (Czechia/Slovakia)	1
SLJAP08	FF	Research and Study Stay Abroad I	3
SLJAP09	FF	Grant Application	0
SLJAP10	FF	Doctoral Thesis Abstract	1
SLJAP11	FF	Doctoral Thesis	1
SLJAP12	FF	Doctoral Exam	2
SLJAT01	FF	General Linguistics	1
SLJAT02	FF	Characteristics of Slavic Languages	1
SLJAT03	FF	Modern Linguistic Currents	1
SLJAT04	FF	Critical Discourse Analysis	1
SLJAT05	FF	East Slavic Languages and Czech (Synchronic Confrontation)	0
SLJAT06	FF	West Slavic Languages (Synchronic Confrontation)	0
SLJAT07	FF	South Slavic Languages and Czech (Synchronic Confrontation)	0
SLJAV01	FF	Scholarly Article (Published Abroad)	1
SLJAV02	FF	Scholarly Article (Published in Czechia)	3
SLJAV03	FF	Conference Paper	3
SLJAV04	FF	Scientific/Literary Reviewing	0
SLJAV05	FF	Teaching a Specialized Subject	2
SLJAV06	FF	Research and Study Stay Abroad II	1
SLJAV07	FF	Scholarly Book	0
SLJAV08	FF	Allocation of a Grant	0
SLJAV09	FF	Supplementary Activities	7
SLJAV10	FF	Writing Seminar	1
SLOLJ	FF	Slavonic Language for Ph.D.	1
SLOLP01	FF	General Methodology	0
SLOLP02	FF	Doctoral Seminar	5
SLOLP03	FF	Specialized Seminar	7
SLOLP04	FF	Scholarly Article	3
SLOLP05	FF	Review in Scientific Journal	1
SLOLP06	FF	Conference Paper Abroad	2
SLOLP07	FF	Conference Paper (Conference in the Czech/Slovak Republic)	3
SLOLP08	FF	Research and Study Stay Abroad I	0
SLOLP09	FF	Grant Application	0
SLOLP10	FF	Teaching a Specialized Course	2
SLOLP11	FF	Doctoral Thesis Abstract	2
SLOLP12	FF	Doctoral Thesis	2
SLOLT01	FF	Theory and History of Slavonic Literatures	1
SLOLT02	FF	Slavonic Literary Areas	0
SLOLT03	FF	History of the Russian Novel	1
SLOLT04	FF	Slavonic Literatures after 1989	1
SLOLV01	FF	Scholarly Article (published abroad)	1
SLOLV02	FF	Scholarly Article (published in the Czech Republic)	1
SLOLV03	FF	Conference Paper	2
SLOLV04	FF	Scientific/Literary reviewing	0
SLOLV05	FF	Popularization activities: publishing and lecturing activities	0
SLOLV06	FF	Research and Study Stay Abroad II	0
SLOLV07	FF	Scholarly Book	0
SLOLV08	FF	Allocation of a Grant	2
SLOLV09	FF	Supplementary Activity	2
SLOLV10	FF	Text Preparation	0
SPGAJUDID1	FF	EFL Didactics I	0
SPGAJUDID2	FF	EFL Didactics II	0
SPGAJUPP1	FF	Teacher training I	0
SPGAJUPP2	FF	Teacher training II	0
SPGAJURS2	FF	Reflective seminar II	0
SPGCJUDID1	FF	Didactics of Czech I	0
SPGCJUPP1	FF	Teacher training I	0
SPGCJUPP2	FF	Teacher training II	0
SPGCJUPP3	FF	Teacher training III	0
SPGCJURS2	FF	Reflective seminar II	0
SPGCJURS3	FF	Reflective seminar III	0
SPGPPU001	FF	Psychology for teachers I	0
SPGPPU003	FF	Theory of Instruction	0
SPGPPU004	FF	Psychology for teachers II	0
SPGPPU005	FF	Special Education	1
SPGPPU006	FF	Compendium for Teachers	0
SPGSJUDID1	FF	Didactics of Spanish I	0
SPGSJUDID2	FF	Didactics of Spanish II	0
SPGSJUPP1	FF	Teacher training I	0
SPGSJUPP2	FF	Teacher training II	0
SPGSJURS2	FF	Reflective seminar II	0
SPVCJUPP2	FF	Preparation for Czech Language and Literature Teaching 2	1
SPVCJUPP3	FF	Preparation for Czech Language and Literature Teaching 3	1
SPVCJURS2	FF	Reflection for Czech Teaching 2	1
SPVCJURS3	FF	Reflection for Czech Teaching 3	1
SPVHVUPP3	FF	Pedagogical Practice 3	1
SPVHVURS2	FF	Reflective seminar 2	1
SPVHVURS3	FF	Reflective seminar 3	1
SPVSJUPP3	FF	Teacher's training 3	1
SPVSJURS3	FF	Reflective seminar 3	1
STDS01	FF	The Published Special Text in Foreign Language	0
STDS02	FF	Paper in Foreign Language	0
STDS05	FF		0
STDS11	FF	Slavonic Literatures of the Second Half of the 20th - the Beginning of the 21st Centuries	0
STDS21	FF	Text Preparation I	0
STDS22	FF	Text Preparation II	0
