1.589954280853271484e+01	-1.145466041564941406e+01	-1.308879661560058594e+01
1.694783782958984375e+01	-1.168471527099609375e+01	-1.383117008209228516e+01
1.099637389183044434e+00	-1.177188491821289062e+01	-1.174746704101562500e+01
5.857203006744384766e-01	-1.158621120452880859e+01	-1.501083374023437500e+01
-1.235911011695861816e+00	-1.272942161560058594e+01	-2.559907913208007812e+01
1.565176963806152344e+01	-2.583012771606445312e+01	-5.835325241088867188e+00
1.543912410736083984e+01	-2.673644828796386719e+01	-6.298501491546630859e+00
9.278742074966430664e-01	-1.336699581146240234e+01	-2.309573364257812500e+01
2.418984794616699219e+01	-3.788172900676727295e-01	-2.025945472717285156e+01
2.385797691345214844e+01	1.912110328674316406e+00	-1.274121761322021484e+01
2.376659774780273438e+01	1.872519969940185547e+00	-1.358264064788818359e+01
1.572684288024902344e+01	-2.664565467834472656e+01	-1.123153018951416016e+01
3.930462598800659180e+00	-2.159555244445800781e+01	-1.604921340942382812e+01
3.975337028503417969e+00	-2.166648292541503906e+01	-1.637322235107421875e+01
1.265254974365234375e+01	-1.657281112670898438e+01	-9.283925056457519531e+00
-2.777197957038879395e-01	-1.041758823394775391e+01	-1.541558647155761719e+01
1.239018344879150391e+01	-2.857427597045898438e+01	-8.183352470397949219e+00
2.090076923370361328e+00	-1.814154815673828125e+01	-2.419571113586425781e+01
1.268553543090820312e+01	-2.985591697692871094e+01	-4.933045864105224609e+00
1.410850238800048828e+01	-2.931717300415039062e+01	-4.801667690277099609e+00
1.264909744262695312e+01	-2.988533973693847656e+01	-4.921154499053955078e+00
1.411146545410156250e+01	-2.939850425720214844e+01	-4.721042633056640625e+00
1.604250144958496094e+01	-2.743592643737792969e+01	-8.081941604614257812e+00
1.733046770095825195e+00	-2.404851150512695312e+01	-1.636861038208007812e+01
1.508905315399169922e+01	-2.914244842529296875e+01	-4.561378955841064453e+00
1.356684494018554688e+01	-2.758514595031738281e+01	-5.783756256103515625e+00
1.390501308441162109e+01	-2.762464904785156250e+01	-5.752952098846435547e+00
1.239331531524658203e+01	-2.878523063659667969e+01	-5.232841968536376953e+00
1.383303642272949219e+01	-2.783773422241210938e+01	-5.664756774902343750e+00
1.244756317138671875e+01	-2.874084854125976562e+01	-5.233616352081298828e+00
1.325377178192138672e+01	-2.841973114013671875e+01	-5.101709842681884766e+00
1.248864078521728516e+01	-2.569666290283203125e+01	-5.387049198150634766e+00
1.276131629943847656e+01	-2.553599548339843750e+01	-6.306167602539062500e+00
